Identifier (Email/name),Gender,Education,Age_Bracket,City,Country,Attended_Event,Attended_Before,How_Found,Date,Event_ID,Event_Name
dde8c3017d666e7ac57c1196d69fb40d,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
2aa4a02ffb95de350c79dc35d6468765,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
983a7aeb1a8892c111716d2fdfddae9e,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
be43ce3c5971a0570f9681a6259f47a3,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3301972bfd020716944a561f9c2617bd,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b4e0d3e9e4de823ec0dd04971ef4ba5f,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
a42a48038db771087a7baf3152384aaa,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
224c0fe0ec9949d9556ebf956b9d1db1,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
ae720dea923b4be01e6ed1e2309fc9cf,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3006b7b606e0a69cc1e8f6f147b9bc52,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
511913ea9fa47ed1bcbcf89c6ce4d2dc,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
610b5c04c475e14400756b0eddf55332,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0a0f5ae7abba16c9ffdea13a5c4ce71e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0bfb53ff6b46a09e0567c8c7ad0d3009,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
57dbc245429bd332f717cb1ae53b490f,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
9d49ced91ae918a95990f5e410e9911a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c00aadd84fe311b5aca675c67f4a569b,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b7649961478c4ce9fc85dfaa98b14e06,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b2f41ed302e5d7988d57c0a686ab4bec,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
60977c05227a7a12f40f62350be2465f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
046699d480dfecb7e9c0eaa86fd36104,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
86b3a86d455f9fb25df2e8e7fafb76da,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
296b0cddcfc4a8843102360ff0674409,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
588dae49e9e38d1d61808078faa83f92,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e3214102f27716f106494ba76101790c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0ecf49ab3eca24a26d778633dd949d28,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
5118cc55470437d48c563de5350fd866,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
af7ffa4e89047ba656b11e1c9768c17a,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b3f632c39cf798bb2e027f4caefa309c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
63288b0d51e1466f9ff6cf179503e912,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c7b7528459bfaf35d4bad7432de0134c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
801226f7ee5a2a2cdcc6be56e1573a58,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e99efd94d05b59536863365a3d947860,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b535880c0b1782dd4733fc4d6c7a4bf9,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e9147939aeafcf0126d3e4c8d8d26e60,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
ebdb249e8fa95fa9799229d1001566cf,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
042331f5f0f3cbb203bfa4303f6c6b85,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
41f9da6da15e13029ea5ded88f6897a1,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
547d5b4b86a0f0397e6f31acff628b88,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
53e04cfc66cd8449d3eaf9c636c417f7,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0025aa58b66a093bf537cfa11bc849e1,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
80fcaa3a787a15c01fef7159cbd745cf,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
001df9cc3528f4510285ff96ef6269f4,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c79c3b57c00075625cddbb4f02edc36a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0a0cb90dcae1f08fa28750f3f3008ecf,Female,Undergraduate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
79566d106ecc569a94dc9e4e1ebbd0da,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
693b9f865f1e4f96150e419eb38ee465,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
74fb8aa08b9812bb3df111b32c30f71e,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
7fa62115d59b8f9722cfb3df7b66c05a,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
131182e8b6af60e0c1de6d7faf4149e3,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
359a071e6001894e1019627761945349,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
8d902c66422f0838076562552e4f2823,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
37e90c3f5a24aaa6ad4a9b3001a83d67,Female,Undergraduate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e41e7c6376276a166151c0e7110121aa,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
343d90143d681edb29e6eaf6f919bc6d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1d883e1b521ef4346aac88ffaf8900b5,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
7dc63391ee8609534ff16e647afa2e5d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
4b4a762a16f543bc9e65f20dec250d7c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e870271428605825d6316e5d3fd80354,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
300450a65a3d0ade27b7b050e65f9404,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3f20bbf92418c66887bc1367cb61efdd,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
8db1d429aebed176cc421b24ba71ece6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
4c8530381a63632ecfff16faeb468e1e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c7286ed7b390cfa7b189f58e63320a97,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
76aec45567efbcbe303eb71134ee5bef,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c899f885ced674c16466fbc129f8ef52,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
d41dd27fa7db08adf17c86f4217c5ec7,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
2c9a57236aed91d8318d5754931fa25e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3dadbc623354c22caab2672e5dc6f1fa,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
cce894025b0ccda259aaab475a5a2f06,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
a1facc80282e94e23ca7e3791c25984d,Female,Doctorate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0a2301307323a170c6f88219942718b6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
36b7849d93990a9c1dc80acfc4db6c81,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b74460933fefff62d999c499060357dd,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b180e2a7d39f7c35732b12d49271c0b6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c64d38bfa93707fdd41bb629132809d2,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
5f82662c2b2f7739ebea069ed4708bcc,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
01ed9eef34834660a8aebf145538162d,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
ffd7e72c1dc10fcdd3ff50b807e30b99,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
5288219b58858858e6c2041b00e88b33,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
9f0b35f74f0dbad0db4f6216e5caab31,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
4100c8e8ea54f6bfa00e8d55c756cfce,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
7cf31dad745d3a9d203c1d5a454c629e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
a938721f723bd6cb99cb06aa30d28d7c,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
60977c05227a7a12f40f62350be2465f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
664d793a25b1be248ccc8af03df955c5,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e1d1b4ae4c47374b4350369b8f58062e,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
f8f031f160adad22627b14d41dc76691,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3de92b80fc0da391c3091fc56471f5d5,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
800c84b3249dea41014ebd7b83501298,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0722f6e0c5b2a28027d6ce55ba622700,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
61f92e5a970b278c39e92e2378a2902c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e8e734df3b058f51b16e4482285a2f3a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e5cebce53bbd529d96ba06176a40ac6f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
40fdbd35c395af985b4a491d0b2f730a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
d4fee40e48d1fed362b36e29d70aaca9,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
eefb75ebadce7eef3758caf0205a6266,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
084c849b77acf11d9d0065dbbdd25dba,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
df28c0180d7c65b32903e250d22f09aa,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1e3d2a1ff2763d0706458f32be643d21,Female,Others,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0c5d0ade58f4628802c19d7430c81a12,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
3acf110ab3afce43a74ebe22af69c5f6,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
c8de75eb7064ac2d7a746ee632e9a7ea,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
059b8930353463e71dc7ca790f4a768f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
5d4080df7a231dc21ca81f6e45b06352,Female,Others,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
678e4cb8fddb42ff9ba81bc8d61636c2,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
7cc2e50227e3a1b6b0d65b1bc92e92ad,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
8e4f0f3a0d89660eda78093dfb201d64,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
68b6fd451df8eb80d9df02144a0159b0,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1e4e9c89594eaba6c7405d970fedc6c9,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
b136a31b1ce39d49b85c352641032878,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
7024cb822290ce4eacd0172ad709cf91,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
acab09e777614c385b870c0f43219c3b,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1fbf9a788bd85d678ba6b6dee7ad55f8,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0b0cbc1be07271b0e20eac4890d0be73,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
6cbddcd43bf5c13501b6a1fc1c9945f3,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
52f2095799e4d24e6b53bf60505b073d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
587c212b83aa0ced9994cdb958f86ef0,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0b0cbc1be07271b0e20eac4890d0be73,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
2515718110096a07047e455d38c0b3c6,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
4c2dd18f27d699d2a38b4ea7697e01af,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
993ad50b1a1363a2def1c9d17ac493dc,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0953d0b96975db88a22d653da6f2ea9a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
19fe428db6c526a41675b7640de22248,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
a6962a5fbdc8140ecc45b502234c8431,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
8bd0e8dab7a7a2c5ab3d86c5d084665b,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
6e3152f7e2e79f9486f03b343aaead9b,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
6dcd0bb65a04c69493215552e283393c,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
200739e860329faf8e79b2e2c656122e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
918a04648ee980d9d1c0a62ce8fc37f3,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
146c273a4e71ded65a609ed05943453d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
2cbdf5b2729822d3567a5bed971854b9,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1dbaae463a8e9938c83de58cb042b42d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
419a4911d0c0c346dc2c7dbac1cd2ab0,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
8b76df75367d01a885e5b3547cff6187,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
bde421a5796a686661bfc01980235d39,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e046123c2b7b4744b2b69383e356b701,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
52f2095799e4d24e6b53bf60505b073d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
0c3c75812d61ebae93ebdfb3a563cd7a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
e6da863c788a601c69066143e6ac8d8b,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
1f9e3b70dff0a04f4f1b4cfffaa4e173,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
dac43ad974eab02fa1a4c16c936a9123,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
9e1abe598b56b25ca655888d7bce92ed,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
ac70471798f1f3f162c06241ce457173,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
825d2c06a0a16455d7951bafdf3e3bd8,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
36b7849d93990a9c1dc80acfc4db6c81,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
15ab72f6384d9c937c69a38c0e0dea8f,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
2c9a57236aed91d8318d5754931fa25e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Intro to Data (DG)
