Identifier (Email/name),Gender,Education,Age_Bracket,City,Country,Attended_Event,Attended_Before,How_Found,Date,Event_ID,Event_Name
0a494725b5c2be864fff8a70a1bd0df3,Unspecified,Doctorate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2019-04-26,60279121475,SheLovesData Singapore: Introduction to Data Analytics Workshop for women (April 2019)
fad5dc8d856ad960689f268afd475349,Unspecified,Doctorate,Unspecified,Jakarta,Indonesia,Yes,Unspecified,Unspecified,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
e2378f2ec519ca28771729e9ebb9a159,Unspecified,Doctorate,Unspecified,Jakarta,Indonesia,Yes,Unspecified,Unspecified,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
fec8e7c2584dc20163908516b3db49df,Unspecified,Doctorate,Unspecified,Jakarta,Indonesia,Yes,Unspecified,Unspecified,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
3d0ce69856f269c20b8f0453711f4018,Unspecified,Doctorate,Unspecified,Jakarta,Indonesia,Yes,Unspecified,Unspecified,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
c79ab6d9d09493b8d2667606423f4ef9,Unspecified,Doctorate,Unspecified,Jakarta,Indonesia,Yes,Unspecified,Unspecified,2019-07-27,64731065359,SheLovesData Jakarta: Content Marketing & Social Media Workshop
7a407dd4280ed49b62f0b11085090a2b,Female,Doctorate,46 - 50,Manila,Philippines,Yes,No,Facebook,2019-09-17,70630560909,SheLovesData Manila Meetup: Data is the new oil
392344ab52990004ec05b1efa607f3c6,Female,Masters,21 - 25,Melbourne,Australia,No,No,Facebook,2019-03-26,58026704435,SheLovesData Melbourne: Tableau Data Storytelling workshop
0505a70c0223ea912d9469ca7ddf7801,Female,Others,31 - 35,Johannesburg,South Africa,Yes,No,Friend Circle,2019-06-26,63353532120,SheLovesData South Africa-Johannesburg: Introduction to Data Analytics
fbf40e7da62de4df2b9d8832721970d5,Unspecified,Doctorate,Unspecified,Sydney,Australia,Yes,Unspecified,Unspecified,2018-06-25,45893295081,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women
50b3d20086d56d08b4839dd07379651a,Male,Doctorate,26 - 30,Singapore,Singapore,Yes,No,Office Circle,2018-07-24,47917820491,SheLovesData Singapore: #Datadriven x Dentsu Aegis: Data Engineering Meetup
a6dc3bfba1ba522e3adf4ccea3b79948,Female,Bachelors,26 - 30,Sydney,Australia,Yes,No,Facebook,2019-07-04,63446297584,SheLovesData Sydney: Tableau Data Storytelling workshop for women
22b344c5ea156ea23dd51108c1381219,Female,Bachelors,31 - 35,Sydney,Australia,Yes,No,Other Medium,2018-10-29,50018833678,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women (October 2018)
617db79491dd6d3995e293af89f0b250,Female,Bachelors,36 - 40,Sydney,Australia,Yes,No,Facebook,2019-05-16,61180160507,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (May 2019)
617db79491dd6d3995e293af89f0b250,Female,Bachelors,36 - 40,Sydney,Australia,Yes,Yes,Subscription,2019-07-04,63446297584,SheLovesData Sydney: Tableau Data Storytelling workshop for women
a68e72b80014a3dbacf44e7226a9d21c,Female,Masters,36 - 40,Singapore,Singapore,Yes,No,LinkedIn,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
a68e72b80014a3dbacf44e7226a9d21c,Female,Masters,36 - 40,Singapore,Singapore,No,Yes,Other Medium,2019-10-03,72763380229,SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
a68e72b80014a3dbacf44e7226a9d21c,Female,Masters,36 - 40,Singapore,Singapore,Yes,Yes,Other Medium,2020-01-15,83453992137,Free SheLovesData Singapore Meetup: How to explore and navigate analytics dashboards
6ee69571b2ce530523ac9b495b8bc968,Female,Masters,21 - 25,Melbourne,Australia,Yes,No,Facebook,2018-06-28,46494580542,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
603626ba03b3713d1f61b2e401c4fe3f,Male,Bachelors,31 - 35,Manila,Philippines,Yes,No,LinkedIn,2019-09-17,70630560909,SheLovesData Manila Meetup: Data is the new oil
84e731b8e88207573beb78c25dc5c865,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Subscription,2019-09-05,69720585147,SheLovesData Jakarta Meetup: How Indonesia Uses Data
84e731b8e88207573beb78c25dc5c865,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Other Medium,2019-10-26,75319764443,SheLovesData Jakarta: Data Visualization Workshop Using YellowFin
6fca6bf8e890be0981ea15e896e6b5e5,Female,Masters,21 - 25,Los_Angeles,USA,Yes,No,Subscription,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
6aa472355d2581c4472c081193b6cab8,Female,Bachelors,31 - 35,Sydney,Australia,Yes,No,Office Circle,2018-10-29,50018833678,SheLovesData Sydney AU: Introductory Data Analytics Workshop for Women (October 2018)
2b13d759a32614ff4de87a6b963ad765,Male,Masters,46 - 50,Hong_Kong,Hong Kong (China),Yes,No,Friend Circle,2019-03-20,58127559094,SheLovesData HongKong Meetup: Data is the New Black
cc9f481bc94783a2cf0292fccb2edbc2,Male,Masters,26 - 30,Melbourne,Australia,Yes,No,Facebook,2020-02-24,93925059381,SheLovesData Melbourne: Introduction to SQL and Data Visualization
76b958450cb46323bed0430161b5da8e,Female,Masters,31 - 35,Los_Angeles,USA,Yes,No,Subscription,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
17c56cfe1126bbf3654e29ff2100a17e,Female,Masters,26 - 30,Los_Angeles,USA,Yes,No,Subscription,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
73997022c49efe393cb13d763b4ac9f1,Male,Masters,41 - 45,Jakarta,Indonesia,Yes,No,LinkedIn,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
2078b8147da448077a6405ce55028d62,Female,Masters,26 - 30,Auckland,New Zealand,Yes,No,Office Circle,2019-08-28,69298893857,SheLovesData NZ: Destination Data-Free workshop on essential data skills
f1aa155312804ce1a59935621767d567,Female,Bachelors,21 - 25,Manila,Philippines,No,No,Office Circle,2020-02-18,89949227561,SheLovesData Manila: Free Introduction to Data for Women
64eae124413856ea61f723d1476f3fbc,Male,Bachelors,41 - 45,Hong_Kong,Hong Kong (China),Yes,No,Office Circle,2019-03-20,58127559094,SheLovesData HongKong Meetup: Data is the New Black
4bd684dfe1aed049999d7fa7c6bb10cd,Male,Vocational,15 - 20,Jakarta,Indonesia,Yes,No,LinkedIn,2019-09-05,69720585147,SheLovesData Jakarta Meetup: How Indonesia Uses Data
ff65fec4d84c19178dc76df61f06581c,Male,Masters,26 - 30,Lagos,Nigeria,No,No,LinkedIn,2020-01-25,88358096445,SheLovesData Abuja Meetup: Data is the new black
fb7ed0d0fd76c490212611b8e9db3b77,Male,Bachelors,31 - 35,Lagos,Nigeria,Yes,No,Facebook,2020-01-25,88358096445,SheLovesData Abuja Meetup: Data is the new black
b4639cb510b811ee599290c5920dc6ec,Male,Bachelors,21 - 25,Jakarta,Indonesia,Yes,Yes,Other Medium,2019-03-04,56827688145,SheLovesData Jakarta Meetup: Data is The New Black
f18e41770b54c2787532ac5ebe8df541,Male,Vocational,21 - 25,Jakarta,Indonesia,Yes,No,Unspecified,2019-11-23,81038088103,SheLovesData Jakarta Meetup: The Art of Negotiation and Persuasion
9c1eb9fc85bdf7bfc8e59fdd0dc8e392,Male,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Friend Circle,2019-11-22,75585106087,SheLovesData/TIBCO Hackathon: Hack your way to a healthier lifestyle
9c1eb9fc85bdf7bfc8e59fdd0dc8e392,Male,Bachelors,26 - 30,Singapore,Singapore,Yes,Yes,Facebook,2019-11-28,82610154195,Free She Loves Data’s Data Engineering Series :  Qubole Presto Singapore MeetUp
e4120cf374ca99e7dd329d2238d0bebd,Male,Masters,36 - 40,Melbourne,Australia,Yes,No,LinkedIn,2020-02-24,93925059381,SheLovesData Melbourne: Introduction to SQL and Data Visualization
229551607b48b7667857e0c942b365de,Female,Bachelors,26 - 30,Los_Angeles,USA,Yes,No,Facebook,2019-09-28,71139045801,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (September 2019)
769d4a7fd7f74a8bb8e456973cbb0748,Female,Bachelors,26 - 30,Manila,Philippines,Yes,No,Facebook,2019-09-17,70630560909,SheLovesData Manila Meetup: Data is the new oil
f81eaf390245c95d0e99517183b0d97a,Female,Bachelors,31 - 35,Manila,Philippines,No,No,Facebook,2020-02-18,89949227561,SheLovesData Manila: Free Introduction to Data for Women
a8c19fff247d0d385d026db432db3f39,Female,Bachelors,21 - 25,Singapore,Singapore,Yes,No,Facebook,2019-03-14,57288030040,SheLovesData Singapore Meetup: Data is The New Black
6a5e6c08740f9ad126f67c14ede18324,Female,Undergraduate,21 - 25,Singapore,Singapore,Yes,No,Friend Circle,2018-10-26,51356671186,SheLovesData Singapore:  Introductory Data Analytics Workshop for Women
8c137779e73a84221649c7b1ebb7b011,Female,Bachelors,31 - 35,Singapore,Singapore,Yes,No,Friend Circle,2019-11-22,75585106087,SheLovesData/TIBCO Hackathon: Hack your way to a healthier lifestyle
05d2f54c379b577bcc61ac2123293ad4,Female,Masters,36 - 40,Sydney,Australia,Yes,No,Facebook,2019-05-16,61180160507,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (May 2019)
ac285dee1138283a3411590fb99707fe,Female,Masters,26 - 30,Melbourne,Australia,No,Yes,Other Medium,2018-06-28,46494580542,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
ac285dee1138283a3411590fb99707fe,Female,Masters,26 - 30,Melbourne,Australia,Yes,Yes,Facebook,2019-03-26,58026704435,SheLovesData Melbourne: Tableau Data Storytelling workshop
ac285dee1138283a3411590fb99707fe,Female,Masters,26 - 30,Melbourne,Australia,Yes,Yes,Facebook,2019-08-24,67987679981,SheLovesData Melbourne: Introduction to Python programming for data analysis
739cec418b294c736bc673e0f055c7c6,Female,Masters,31 - 35,Sydney,Australia,Yes,No,Friend Circle,2019-11-29,81329291099,SheLovesData Sydney: Free Introduction to Data Analytics for Women
d64bf29bb1f2a93be78f73cc1a9f5cd0,Female,Masters,31 - 35,Singapore,Singapore,Yes,No,Facebook,2018-06-20,46926367027,DataFirst x She Loves Data Singapore SG: From Data to Data StoryTelling
f05616b171b3733add730b91c9ca2f3f,Female,Bachelors,15 - 20,Singapore,Singapore,Yes,No,Friend Circle,2019-11-22,75585106087,SheLovesData/TIBCO Hackathon: Hack your way to a healthier lifestyle
db5c83e71faab209eadc4552b17ec3b9,Female,Masters,26 - 30,Singapore,Singapore,No,Yes,Facebook,2018-06-20,46926367027,DataFirst x She Loves Data Singapore SG: From Data to Data StoryTelling
db5c83e71faab209eadc4552b17ec3b9,Female,Masters,26 - 30,Singapore,Singapore,Yes,Yes,Facebook,2018-11-15,52080118035,SheLovesData Singapore: Martech for the Data-driven Marketers
db5c83e71faab209eadc4552b17ec3b9,Female,Masters,26 - 30,Singapore,Singapore,Yes,Yes,Facebook,2018-12-06,53009483793,"SheLovesData Singapore Data Talk Series: DATA AND BUSINESS, TWO TRIBES ONE GOAL?"
cc8452699c60c2b9b8eb3f8448025cb0,Female,Masters,36 - 40,Melbourne,Australia,Yes,No,Facebook,2018-11-28,51569300165,SheLovesData Melbourne AU: Introductory Data Analytics Workshop for Women
01ae322ac18459a646fda5c49729e520,Female,Bachelors,21 - 25,Manila,Philippines,Yes,No,Facebook,2019-09-17,70630560909,SheLovesData Manila Meetup: Data is the new oil
8c48d48d4bafcf7067faa2b4f19ed944,Female,Bachelors,31 - 35,Los_Angeles,USA,Yes,No,Other Medium,2019-05-18,59928870866,SheLovesData Los Angeles: Introduction to Data Analytics Workshop (May 2019)
c069ec3acaee85055b4fcedf128aafa2,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,Yes,Facebook,2018-11-15,52080118035,SheLovesData Singapore: Martech for the Data-driven Marketers
4be1ffd10f2192cafd7fd95856d02d12,Female,Bachelors,26 - 30,Singapore,Singapore,Yes,No,Facebook,2019-04-26,60279121475,SheLovesData Singapore: Introduction to Data Analytics Workshop for women (April 2019)
1da5b1e9e6e624a975d151568988f4a5,Female,Bachelors,41 - 45,Singapore,Singapore,Yes,Yes,Facebook,2019-06-28,63594938172,SheLovesData Singapore: Data Visualisation and How to Think Like a Data Analyst 
1da5b1e9e6e624a975d151568988f4a5,Female,Bachelors,41 - 45,Singapore,Singapore,No,Yes,Subscription,2019-10-24,75140243491,SheLovesData Singapore: Overcoming the fear of public speaking
1da5b1e9e6e624a975d151568988f4a5,Female,Bachelors,41 - 45,Singapore,Singapore,Yes,Yes,Facebook,2019-11-28,82610154195,Free She Loves Data’s Data Engineering Series :  Qubole Presto Singapore MeetUp
5929c5fcba9266955cd0038f3d75dff1,Female,Undergraduate,46 - 50,Hong_Kong,Hong Kong (China),Yes,No,Facebook,2019-03-20,58127559094,SheLovesData HongKong Meetup: Data is the New Black
7e4d6bf61485a05c88ec0738028bcf19,Female,Bachelors,41 - 45,Singapore,Singapore,Yes,No,Facebook,2018-11-28,52748060870,SheLovesData Singapore: Digital Marketing Analytics
6481f0a62551d4c7ebd2ea6396142a3e,Female,Masters,36 - 40,Hong_Kong,Hong Kong (China),Yes,No,Friend Circle,2019-03-21,57675822939,SheLovesData HongKong: Intro to Data Workshop for Women (March 2019)
6481f0a62551d4c7ebd2ea6396142a3e,Female,Masters,36 - 40,Hong_Kong,Hong Kong (China),Yes,Yes,Subscription,2019-06-12,62814459740,SheLovesData HongKong Meetup: The Future of Data Analytics in Marketing
47d38f9ef616f9840598193c3d7a31de,Female,Bachelors,31 - 35,Singapore,Singapore,No,No,Other Medium,2019-06-07,62510752343,Digital Marketing Analytics: Singapore
23d19781be0188a7e72e1d153e8ec4a3,Female,Bachelors,36 - 40,Sydney,Australia,Yes,No,LinkedIn,2019-09-06,70422143527,SheLovesData Sydney: Free Introduction to Data Analytics Workshop for women (September 2019)
4046d21a132a1086345b963c926bb256,Female,Bachelors,26 - 30,Jakarta,Indonesia,Yes,No,Other Medium,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
deea1d47ab47355562062b97d25eac2d,Female,Masters,31 - 35,Singapore,Singapore,Yes,No,Facebook,2019-04-26,60279121475,SheLovesData Singapore: Introduction to Data Analytics Workshop for women (April 2019)
7e1db71f4a3379143dc16d51af5c55d1,Female,Masters,36 - 40,Jakarta,Indonesia,Yes,No,Friend Circle,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
c5f385526d125c9993fa9c29a54327d6,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,No,Facebook,2019-06-29,63418250695,SheLovesData Jakarta: Free Introduction to Data Analytics Workshop for Women
c5f385526d125c9993fa9c29a54327d6,Female,Bachelors,26 - 30,Jakarta,Indonesia,Yes,Yes,Subscription,2019-08-03,66474710649,SheLovesData Jakarta: Intermediate data visualization workshop for women
c5f385526d125c9993fa9c29a54327d6,Female,Bachelors,21 - 25,Jakarta,Indonesia,Yes,Yes,Facebook,2019-09-21,72414019281,SheLovesData Jakarta: Data Visualization with Power BI
c175dca03d883c083e5caeb5df94b704,Female,Masters,36 - 40,Manila,Philippines,Yes,No,Facebook,2019-09-17,70630560909,SheLovesData Manila Meetup: Data is the new oil
7763c6a4154d732a23145fee3637b16b,Female,Masters,31 - 35,Melbourne,Australia,Yes,No,Facebook,2019-04-09,59035502778,SheLovesData Melbourne: Introduction to Data Analytics Workshop (April 2019)
7763c6a4154d732a23145fee3637b16b,Female,Masters,41 - 45,Melbourne,Australia,Yes,Yes,Facebook,2019-08-06,65040732582,SheLovesData Melbourne Meetup: Data is the New Black
6f7dbfb9e3d8070abbb337e8c46b7324,Female,Masters,31 - 35,Singapore,Singapore,No,No,Other Medium,2019-09-17,71139886315,SheLovesData Singapore: Free Introduction to Data Analytics Workshop for Women
794245a233deb29a593deecc541cd14c,Female,Bachelors,15 - 20,Hong_Kong,Hong Kong (China),No,No,Unspecified,2020-04-25,102333510284,SheLovesData COVID-19 Conversations: Trends in E-Commerce
f935fe1504d5ae074f5202f1578afbbf,Female,Bachelors,31 - 35,Singapore,Singapore,Yes,No,Facebook,2018-12-06,53009483793,"SheLovesData Singapore Data Talk Series: DATA AND BUSINESS, TWO TRIBES ONE GOAL?"
463a8905bc9ccb873abd4b4cff3465a9,Female,Others,26 - 30,Melbourne,Australia,Yes,No,Facebook,2020-02-24,93925059381,SheLovesData Melbourne: Introduction to SQL and Data Visualization
