Identifier (Email/name),Gender,Education,Age_Bracket,City,Country,Attended_Event,Attended_Before,How_Found,Date,Event_ID,Event_Name,Event_Name (1),Sheet
610b5c04c475e14400756b0eddf55332,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0a0f5ae7abba16c9ffdea13a5c4ce71e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0bfb53ff6b46a09e0567c8c7ad0d3009,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
57dbc245429bd332f717cb1ae53b490f,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9d49ced91ae918a95990f5e410e9911a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c00aadd84fe311b5aca675c67f4a569b,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b7649961478c4ce9fc85dfaa98b14e06,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b2f41ed302e5d7988d57c0a686ab4bec,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
60977c05227a7a12f40f62350be2465f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
046699d480dfecb7e9c0eaa86fd36104,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
86b3a86d455f9fb25df2e8e7fafb76da,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
296b0cddcfc4a8843102360ff0674409,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
588dae49e9e38d1d61808078faa83f92,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e3214102f27716f106494ba76101790c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0ecf49ab3eca24a26d778633dd949d28,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
5118cc55470437d48c563de5350fd866,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
af7ffa4e89047ba656b11e1c9768c17a,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b3f632c39cf798bb2e027f4caefa309c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
63288b0d51e1466f9ff6cf179503e912,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c7b7528459bfaf35d4bad7432de0134c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
801226f7ee5a2a2cdcc6be56e1573a58,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e99efd94d05b59536863365a3d947860,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b535880c0b1782dd4733fc4d6c7a4bf9,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e9147939aeafcf0126d3e4c8d8d26e60,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ebdb249e8fa95fa9799229d1001566cf,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
042331f5f0f3cbb203bfa4303f6c6b85,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
41f9da6da15e13029ea5ded88f6897a1,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
547d5b4b86a0f0397e6f31acff628b88,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
53e04cfc66cd8449d3eaf9c636c417f7,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0025aa58b66a093bf537cfa11bc849e1,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
80fcaa3a787a15c01fef7159cbd745cf,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
001df9cc3528f4510285ff96ef6269f4,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c79c3b57c00075625cddbb4f02edc36a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0a0cb90dcae1f08fa28750f3f3008ecf,Female,Undergraduate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
79566d106ecc569a94dc9e4e1ebbd0da,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
693b9f865f1e4f96150e419eb38ee465,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
74fb8aa08b9812bb3df111b32c30f71e,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7fa62115d59b8f9722cfb3df7b66c05a,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
131182e8b6af60e0c1de6d7faf4149e3,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
359a071e6001894e1019627761945349,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8d902c66422f0838076562552e4f2823,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
37e90c3f5a24aaa6ad4a9b3001a83d67,Female,Undergraduate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e41e7c6376276a166151c0e7110121aa,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
343d90143d681edb29e6eaf6f919bc6d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1d883e1b521ef4346aac88ffaf8900b5,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7dc63391ee8609534ff16e647afa2e5d,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
4b4a762a16f543bc9e65f20dec250d7c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e870271428605825d6316e5d3fd80354,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
300450a65a3d0ade27b7b050e65f9404,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3f20bbf92418c66887bc1367cb61efdd,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8db1d429aebed176cc421b24ba71ece6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
4c8530381a63632ecfff16faeb468e1e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c7286ed7b390cfa7b189f58e63320a97,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
76aec45567efbcbe303eb71134ee5bef,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c899f885ced674c16466fbc129f8ef52,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d41dd27fa7db08adf17c86f4217c5ec7,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
2c9a57236aed91d8318d5754931fa25e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3dadbc623354c22caab2672e5dc6f1fa,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
cce894025b0ccda259aaab475a5a2f06,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a1facc80282e94e23ca7e3791c25984d,Female,Doctorate,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0a2301307323a170c6f88219942718b6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
36b7849d93990a9c1dc80acfc4db6c81,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b74460933fefff62d999c499060357dd,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b180e2a7d39f7c35732b12d49271c0b6,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c64d38bfa93707fdd41bb629132809d2,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
5f82662c2b2f7739ebea069ed4708bcc,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
01ed9eef34834660a8aebf145538162d,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
ffd7e72c1dc10fcdd3ff50b807e30b99,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
5288219b58858858e6c2041b00e88b33,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
9f0b35f74f0dbad0db4f6216e5caab31,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
4100c8e8ea54f6bfa00e8d55c756cfce,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7cf31dad745d3a9d203c1d5a454c629e,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
a938721f723bd6cb99cb06aa30d28d7c,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
60977c05227a7a12f40f62350be2465f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
664d793a25b1be248ccc8af03df955c5,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e1d1b4ae4c47374b4350369b8f58062e,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
f8f031f160adad22627b14d41dc76691,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3de92b80fc0da391c3091fc56471f5d5,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
800c84b3249dea41014ebd7b83501298,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0722f6e0c5b2a28027d6ce55ba622700,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
61f92e5a970b278c39e92e2378a2902c,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e8e734df3b058f51b16e4482285a2f3a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
e5cebce53bbd529d96ba06176a40ac6f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
40fdbd35c395af985b4a491d0b2f730a,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
d4fee40e48d1fed362b36e29d70aaca9,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
eefb75ebadce7eef3758caf0205a6266,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
084c849b77acf11d9d0065dbbdd25dba,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
df28c0180d7c65b32903e250d22f09aa,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1e3d2a1ff2763d0706458f32be643d21,Female,Others,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0c5d0ade58f4628802c19d7430c81a12,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
3acf110ab3afce43a74ebe22af69c5f6,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
c8de75eb7064ac2d7a746ee632e9a7ea,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
059b8930353463e71dc7ca790f4a768f,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
5d4080df7a231dc21ca81f6e45b06352,Female,Others,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
678e4cb8fddb42ff9ba81bc8d61636c2,Female,Masters,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7cc2e50227e3a1b6b0d65b1bc92e92ad,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
8e4f0f3a0d89660eda78093dfb201d64,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
68b6fd451df8eb80d9df02144a0159b0,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1e4e9c89594eaba6c7405d970fedc6c9,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
b136a31b1ce39d49b85c352641032878,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
7024cb822290ce4eacd0172ad709cf91,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
acab09e777614c385b870c0f43219c3b,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
1fbf9a788bd85d678ba6b6dee7ad55f8,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
0b0cbc1be07271b0e20eac4890d0be73,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
6cbddcd43bf5c13501b6a1fc1c9945f3,Female,Bachelors,Unspecified,Singapore,Singapore,Yes,Unspecified,Unspecified,2016-01-01,1,Introduction to Data Analytics,Introduction to Data Analytics,BEFORE
